City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Kushima,JP,31.46,131.23,68.83,94,100,7.36,overcast clouds
347,Puerto Leguizamo,CO,-0.19,-74.78,93.09,49,81,2.84,broken clouds
348,Athabasca,CA,54.72,-113.29,23.0,79,69,6.93,broken clouds
349,Tomatlan,MX,19.93,-105.25,83.46,47,0,2.28,clear sky
350,Vanavara,RU,60.34,102.28,-4.34,90,1,3.65,clear sky
351,Fez,MA,34.04,-5.0,73.4,49,40,8.05,scattered clouds
352,Kruisfontein,ZA,-34.0,24.73,59.0,92,100,5.01,light rain
353,Comodoro Rivadavia,AR,-45.87,-67.5,57.2,58,40,5.82,scattered clouds
354,Yuci,CN,37.68,112.73,44.6,30,0,4.47,clear sky
355,Nemuro,JP,43.32,145.57,55.85,74,100,22.01,overcast clouds
356,Mehran,IR,33.12,46.16,64.4,31,75,6.93,broken clouds
357,Bjornevatn,NO,69.67,29.98,33.8,95,75,17.22,broken clouds
358,La Libertad,EC,-2.23,-80.9,73.4,78,75,10.29,broken clouds
359,Mayumba,GA,-3.43,10.66,79.54,86,97,7.14,overcast clouds
360,Vammala,FI,61.33,22.9,50.0,81,0,9.17,clear sky
361,Rovnoye,RU,50.78,46.05,42.21,100,99,12.91,overcast clouds
362,Shitanjing,CN,39.23,106.34,41.72,53,4,30.6,clear sky
363,Chapais,CA,49.78,-74.85,33.8,100,90,5.82,fog
364,Mitsamiouli,KM,-11.38,43.28,79.93,72,25,5.88,scattered clouds
365,Kakonko,TZ,-3.28,30.96,69.55,82,66,4.74,broken clouds
366,Road Town,VG,18.42,-64.62,86.0,66,40,10.29,scattered clouds
367,Myra,IT,45.44,12.13,64.4,48,0,1.12,clear sky
368,Sibiti,CG,-3.68,13.35,77.95,78,27,3.62,scattered clouds
369,Tuy Hoa,VN,13.08,109.3,76.26,90,58,3.8,light rain
370,Sarangani,PH,5.4,125.46,83.21,72,100,2.21,light rain
371,Fallon,US,39.47,-118.78,51.8,25,75,6.69,broken clouds
372,Chingirlau,KZ,51.09,54.08,46.87,54,100,11.01,overcast clouds
373,Porto Velho,BR,-8.76,-63.9,86.0,74,40,3.36,scattered clouds
374,Manggar,ID,-2.88,108.27,80.78,82,100,3.98,overcast clouds
375,Mogadishu,SO,2.04,45.34,80.96,78,91,10.38,overcast clouds
376,Taganak,PH,6.08,118.3,80.6,88,20,2.24,few clouds
377,Matay,EG,28.42,30.78,73.36,44,92,8.48,overcast clouds
378,Northam,GB,51.03,-4.22,55.99,83,0,3.0,clear sky
379,Prince Rupert,CA,54.32,-130.32,39.2,64,90,5.82,overcast clouds
380,Vardo,NO,70.37,31.11,35.6,93,75,19.46,broken clouds
381,Jos,NG,9.92,8.9,79.03,28,21,5.75,few clouds
382,Grand Gaube,MU,-20.01,57.66,73.99,67,14,7.0,few clouds
383,Andros Town,BS,24.7,-77.77,82.4,69,75,13.87,broken clouds
384,Chagoda,RU,59.16,35.33,41.38,73,93,11.86,overcast clouds
385,Renqiu,CN,38.7,116.09,52.75,36,0,7.02,clear sky
386,Taltal,CL,-25.4,-70.48,65.17,61,40,6.51,scattered clouds
387,Zheleznodorozhnyy,RU,55.75,38.0,71.2,65,40,15.66,scattered clouds
388,Charlestown,AU,-32.95,151.67,57.99,90,52,4.07,broken clouds
389,Danshui,CN,22.8,114.47,78.01,68,86,8.08,light rain
390,Forst,DE,51.73,14.63,46.99,90,27,1.01,scattered clouds
391,Karlskoga,SE,59.33,14.52,55.4,82,19,9.17,few clouds
392,Caravelas,BR,-17.71,-39.25,80.69,77,81,11.12,broken clouds
393,Canoinhas,BR,-26.18,-50.39,80.26,19,0,3.53,clear sky
394,Kattivakkam,IN,13.22,80.32,80.6,88,20,3.36,few clouds
395,Krasnoselkup,RU,65.7,82.47,18.01,97,100,18.23,light snow
396,Paamiut,GL,61.99,-49.67,34.66,84,100,26.69,overcast clouds
397,Wilmington,US,34.23,-77.94,71.01,77,90,8.05,overcast clouds
398,Kontagora,NG,10.4,5.47,93.27,22,99,4.63,overcast clouds
399,Warrnambool,AU,-38.38,142.48,46.99,91,50,12.03,scattered clouds
400,Likasi,CD,-10.98,26.73,78.1,32,73,1.86,broken clouds
401,Galle,LK,6.04,80.22,79.54,83,100,4.03,light rain
402,Uruzgan,AF,32.83,66.0,41.85,64,0,1.16,clear sky
403,Dunhua,CN,43.37,128.24,39.7,82,0,8.59,clear sky
404,Qaqortoq,GL,60.72,-46.03,24.8,53,75,24.16,light snow
405,Chokurdakh,RU,70.63,147.92,-3.71,92,17,6.2,few clouds
406,Beyla,GN,8.68,-8.63,87.22,45,57,7.0,broken clouds
407,Bambous Virieux,MU,-20.34,57.76,73.99,73,75,9.17,broken clouds
408,Berlevag,NO,70.86,29.09,33.8,86,75,12.75,broken clouds
409,Yanam,IN,16.73,82.22,82.4,78,40,9.17,mist
410,Mabaruma,GY,8.2,-59.78,83.41,85,69,2.82,moderate rain
411,Kariba,ZW,-16.52,28.8,90.01,29,3,0.78,clear sky
412,Adrar,MR,20.5,-10.07,94.62,15,31,4.99,scattered clouds
413,Norman Wells,CA,65.28,-126.83,-0.4,84,75,4.7,broken clouds
414,Goundam,ML,16.41,-3.67,99.07,11,0,15.28,clear sky
415,Simao,CN,22.79,100.97,59.77,92,4,2.57,clear sky
416,Lahaina,US,20.88,-156.68,78.8,61,1,3.36,clear sky
417,Masallatah,LY,32.62,14.0,67.98,68,51,9.93,broken clouds
418,Wanning,CN,18.8,110.4,71.76,88,87,6.22,overcast clouds
419,Savannah Bight,HN,16.45,-85.85,82.22,79,100,23.49,overcast clouds
420,Necochea,AR,-38.55,-58.74,68.16,68,9,11.48,clear sky
421,Kieta,PG,-6.22,155.63,78.91,78,100,3.0,light rain
422,Contamana,PE,-7.33,-75.02,103.12,32,100,1.41,overcast clouds
423,Merauke,ID,-8.47,140.33,78.62,78,58,10.56,broken clouds
424,Muslyumovo,RU,55.3,53.19,39.52,87,100,8.41,overcast clouds
425,Pundaguitan,PH,6.37,126.17,82.8,73,100,5.32,overcast clouds
426,Xique-Xique,BR,-10.82,-42.73,86.85,54,60,8.79,light rain
427,Latung,PH,5.5,120.88,82.83,78,96,8.37,light rain
428,Malartic,CA,48.13,-78.13,42.01,100,90,11.41,mist
429,Ballina,AU,-28.87,153.57,66.2,63,40,9.17,scattered clouds
430,Oskarshamn,SE,57.26,16.45,53.01,85,0,5.01,clear sky
431,Mikhaylovka,RU,50.06,43.24,45.0,84,79,7.0,broken clouds
432,Norsup,VU,-16.07,167.38,79.86,82,100,6.8,light rain
433,Zhangye,CN,38.93,100.45,37.27,59,19,1.5,few clouds
434,Zaraysk,RU,54.77,38.88,42.01,88,94,6.29,overcast clouds
435,Sierra Vista,US,31.55,-110.3,70.0,20,90,14.99,overcast clouds
436,Agua Dulce,MX,18.13,-94.13,77.0,78,75,28.86,broken clouds
437,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,26.6,100,44,2.24,scattered clouds
438,Salym,RU,60.06,71.48,34.36,93,100,7.38,overcast clouds
439,Usinsk,RU,65.99,57.53,34.03,97,100,9.33,overcast clouds
440,Knysna,ZA,-34.04,23.05,57.2,87,75,6.93,broken clouds
441,Fatwa,IN,25.52,85.32,62.6,77,0,3.04,haze
442,Birobidzhan,RU,48.8,132.95,26.06,98,99,0.43,overcast clouds
443,Camacupa,AO,-12.02,17.48,80.37,49,47,3.27,scattered clouds
444,Tezu,IN,27.92,96.17,67.15,47,0,4.16,clear sky
445,Hutchinson,US,38.06,-97.93,57.99,87,1,8.05,clear sky
446,Lalibela,ET,12.03,39.03,63.66,47,18,8.77,few clouds
447,Longyearbyen,SJ,78.22,15.64,35.6,80,40,13.87,scattered clouds
448,Grand-Santi,GF,4.25,-54.38,95.27,40,14,2.8,few clouds
449,Gayeri,BF,12.65,0.49,97.48,15,79,13.76,broken clouds
450,Itaituba,BR,-4.28,-55.98,82.4,74,75,0.63,broken clouds
451,Bakel,SN,14.9,-12.46,99.95,22,13,6.38,few clouds
452,San Cristobal,VE,7.77,-72.22,84.2,62,40,11.41,scattered clouds
453,Washougal,US,45.58,-122.35,50.0,93,90,0.36,moderate rain
454,Broome,US,42.25,-75.83,63.0,59,0,3.0,clear sky
455,Goshogawara,JP,40.8,140.44,59.0,83,82,3.0,broken clouds
456,Dubbo,AU,-32.25,148.62,51.8,87,0,3.36,clear sky
457,Paso De Los Toros,UY,-32.82,-56.52,75.2,53,75,11.41,broken clouds
458,Emerald,AU,-23.53,148.17,73.4,33,0,9.17,clear sky
459,Sabang,ID,5.89,95.32,82.06,76,100,6.38,moderate rain
460,Victoria Point,AU,-27.58,153.3,68.0,61,50,4.0,scattered clouds
461,Ponta Delgada,PT,37.73,-25.67,66.2,55,20,11.41,few clouds
462,Pitimbu,BR,-7.47,-34.81,87.8,62,75,13.87,broken clouds
463,Sitka,US,57.05,-135.33,33.8,69,90,6.93,overcast clouds
464,Ust-Ordynskiy,RU,52.8,104.75,21.2,67,40,15.66,scattered clouds
465,Rosario Oeste,BR,-14.84,-56.43,100.83,23,98,4.29,overcast clouds
466,Ocos,GT,14.51,-92.19,78.8,94,75,2.24,broken clouds
467,Bonaventure,CA,48.05,-65.49,39.2,100,100,5.82,overcast clouds
468,Tshikapa,CD,-6.42,20.8,76.21,83,77,3.96,broken clouds
469,Ixtapa,MX,20.7,-105.2,81.0,69,5,4.7,clear sky
470,Upata,VE,8.01,-62.4,86.0,74,56,1.01,broken clouds
471,Marana,US,32.44,-111.23,82.4,12,1,18.34,clear sky
472,Tortoli,IT,39.93,9.66,66.2,77,40,17.22,scattered clouds
473,Bandarbeyla,SO,9.49,50.81,76.33,66,29,12.03,scattered clouds
474,Griffith,US,41.53,-87.42,62.01,67,1,5.82,clear sky
475,Rancho Palos Verdes,US,33.74,-118.39,66.0,98,1,5.61,clear sky
476,Husavik,IS,66.04,-17.34,39.2,55,75,17.22,shower rain
477,Itamaraju,BR,-17.04,-39.53,81.57,79,100,4.03,overcast clouds
478,Zwedru,LR,6.07,-8.13,82.45,82,88,2.91,moderate rain
479,Mosquera,CO,4.71,-74.23,60.8,63,75,3.36,haze
480,Medina Del Campo,ES,41.31,-4.91,62.01,77,75,9.17,broken clouds
481,Dingle,PH,11.0,122.67,76.37,90,87,6.22,light rain
482,Xichang,CN,27.9,102.26,56.5,70,78,2.13,broken clouds
483,Muros,ES,42.78,-9.06,57.99,92,100,2.44,overcast clouds
484,Santa Cruz,BO,-17.8,-63.17,96.8,28,0,2.24,smoke
485,Ofaqim,IL,31.31,34.62,69.01,65,30,7.7,scattered clouds
486,Sibolga,ID,1.74,98.78,78.12,77,79,3.0,broken clouds
487,Tonj,SS,7.27,28.68,79.05,68,98,6.69,overcast clouds
488,Asau,RO,46.43,26.4,43.0,89,5,2.51,clear sky
489,Daugavpils,LV,55.88,26.53,47.71,86,4,8.46,clear sky
490,Semey,KZ,50.41,80.23,33.8,74,0,6.71,clear sky
491,Port Shepstone,ZA,-30.74,30.45,72.21,79,46,7.07,scattered clouds
492,Halifax,CA,44.65,-63.57,59.0,87,90,13.87,overcast clouds
493,Paracuru,BR,-3.41,-39.03,82.99,72,28,21.0,scattered clouds
494,Khatra,IN,22.98,86.85,69.51,50,0,1.59,clear sky
495,Olinda,BR,-8.01,-34.86,86.0,66,75,13.87,broken clouds
496,Clyde River,CA,70.47,-68.59,1.4,77,75,20.8,broken clouds
497,Mana,GF,5.66,-53.78,85.59,66,8,7.94,clear sky
498,Lorengau,PG,-2.02,147.27,80.94,77,27,5.3,light rain
499,Port Hardy,CA,50.7,-127.42,42.8,93,20,10.29,few clouds
500,Ca Mau,VN,9.18,105.15,76.19,91,53,1.9,broken clouds
501,Hanover,DE,52.37,9.73,54.0,81,0,3.36,clear sky
502,Pimenta Bueno,BR,-11.67,-61.19,104.99,23,64,2.3,broken clouds
503,Atasu,KZ,48.68,71.64,41.41,51,0,7.34,clear sky
504,Haverhill,US,42.78,-71.08,66.99,59,1,9.17,clear sky
505,Gushikawa,JP,26.35,127.87,78.8,94,1,4.7,clear sky
506,Luebo,CD,-5.35,21.42,73.71,81,100,1.3,overcast clouds
507,Mafinga,TZ,-7.25,35.07,83.3,32,1,13.02,clear sky
508,Dolgorukovo,RU,52.32,38.35,45.7,80,99,18.12,overcast clouds
509,Kholodnyy,RU,62.72,147.95,-0.51,89,100,5.61,overcast clouds
510,Naze,JP,28.37,129.48,77.0,100,20,6.93,few clouds
511,Thinadhoo,MV,0.53,72.93,84.13,65,63,3.29,broken clouds
512,Winslow,US,35.02,-110.7,46.4,42,1,9.17,clear sky
513,Otsuchi,JP,39.37,141.9,52.52,66,5,4.68,clear sky
514,Calabozo,VE,8.92,-67.43,83.61,77,12,5.99,few clouds
515,Majene,ID,-3.54,118.97,78.58,80,96,3.94,overcast clouds
516,Xiamen,CN,24.48,118.08,80.6,61,75,2.24,broken clouds
517,Komsomolskiy,UZ,40.43,71.72,48.2,39,0,6.93,mist
518,Laguna,US,38.42,-121.42,57.99,44,40,9.17,scattered clouds
519,Strezhevoy,RU,60.73,77.59,32.0,97,90,8.95,overcast clouds
520,Ankang,CN,32.68,109.02,56.88,62,0,0.94,clear sky
521,Sechura,PE,-5.56,-80.82,71.89,56,52,6.8,broken clouds
522,Delvada,IN,20.77,71.03,78.39,45,0,5.68,clear sky
523,Rochester,US,43.15,-77.62,66.0,52,8,13.89,clear sky
524,Pemberton,CA,50.32,-122.8,28.4,100,5,4.0,clear sky
525,Dondaicha,IN,21.33,74.57,77.74,28,0,6.69,clear sky
526,Yar-Sale,RU,66.83,70.83,25.54,98,96,4.18,overcast clouds
527,Shieli,KZ,44.17,66.75,45.52,45,41,5.03,scattered clouds
528,Guerrero Negro,MX,27.98,-114.06,75.38,53,62,6.71,broken clouds
529,Teknaf,BD,20.86,92.31,72.25,75,0,9.57,clear sky
530,Bengkulu,ID,-3.8,102.27,76.57,85,99,4.03,overcast clouds
531,Kenora,CA,49.82,-94.43,41.0,80,75,8.05,broken clouds
532,Santa Rosa,PH,14.31,121.11,82.4,78,40,4.7,scattered clouds
533,Sao Filipe,CV,14.9,-24.5,77.79,78,68,6.38,broken clouds
534,Male,MV,4.17,73.51,84.2,83,75,5.82,broken clouds
535,Novobirilyussy,RU,56.95,90.67,25.36,98,98,5.75,overcast clouds
536,Eyl,SO,7.98,49.82,78.24,67,38,13.53,scattered clouds
537,Puerto Baquerizo Moreno,EC,-0.9,-89.6,71.6,78,75,8.05,broken clouds
538,Vallenar,CL,-28.57,-70.76,81.95,20,0,8.03,clear sky
539,Hede,CN,33.77,120.25,59.13,48,0,5.3,clear sky
540,Amga,RU,60.9,131.96,0.36,92,100,1.39,overcast clouds
541,Kangalassy,RU,62.35,129.96,1.13,84,0,4.47,clear sky
542,Beloha,MG,-25.17,45.05,70.63,81,34,5.75,scattered clouds
543,Kresttsy,RU,58.25,32.52,40.48,80,15,6.67,few clouds
544,Havelock,US,34.88,-76.9,72.0,84,100,1.01,overcast clouds
545,Nabire,ID,-3.37,135.48,76.87,87,100,3.74,overcast clouds
546,Saldanha,ZA,-33.01,17.94,62.6,88,100,14.99,overcast clouds
547,Katobu,ID,-4.94,122.53,75.36,84,26,1.66,scattered clouds
548,Bulgan,MN,48.81,103.53,26.44,79,0,7.85,clear sky
549,Fare,PF,-16.7,-151.02,80.29,77,7,19.17,light rain
550,Ocean City,US,39.28,-74.57,62.6,82,1,4.94,clear sky
551,Erzin,TR,36.96,36.2,72.0,59,7,1.99,clear sky
552,Hella,NO,67.2,14.43,48.2,76,75,32.21,broken clouds
553,Little Current,CA,45.98,-81.92,54.0,87,100,8.05,overcast clouds
554,Itanagar,IN,27.1,93.62,65.01,69,0,4.05,clear sky
555,Caborca,MX,30.58,-111.1,81.84,17,80,4.0,broken clouds
556,Qandala,SO,11.47,49.87,78.28,59,27,6.53,scattered clouds
557,Camacha,PT,33.08,-16.33,66.2,63,75,21.92,broken clouds
558,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,95.4,51,50,0.56,light rain
559,Russell,US,32.35,-85.2,69.01,72,1,3.36,clear sky
560,Touros,BR,-5.2,-35.46,87.8,58,40,13.87,scattered clouds
561,Cap-Aux-Meules,CA,47.38,-61.86,53.6,87,100,19.46,overcast clouds
562,Bonavista,CA,48.65,-53.11,51.01,93,100,12.75,overcast clouds
563,Koumac,NC,-20.57,164.28,74.88,81,0,7.29,clear sky
564,Srivardhan,IN,18.03,73.02,77.76,63,0,6.91,clear sky
565,Corrales,US,35.24,-106.61,57.99,39,1,6.93,clear sky
566,Teyateyaneng,LS,-29.15,27.75,75.2,31,75,16.11,broken clouds
567,Alekseyevka,RU,50.63,38.69,45.41,74,96,15.41,overcast clouds
568,Leh,IN,34.17,77.58,29.93,67,5,5.53,clear sky
569,Urdoma,RU,61.75,48.54,36.18,92,99,3.85,overcast clouds
570,Kemijarvi,FI,66.71,27.43,40.17,76,83,15.5,broken clouds
571,Calama,CL,-22.47,-68.93,73.4,9,0,13.87,clear sky
572,Santa Barbara,US,34.73,-120.03,57.2,87,90,1.12,overcast clouds
573,Hays,US,30.05,-98.03,69.01,85,4,1.01,clear sky
574,Flin Flon,CA,54.77,-101.86,10.4,85,90,4.7,light snow
575,Richards Bay,ZA,-28.78,32.04,76.64,73,12,3.71,few clouds
576,Palmares Do Sul,BR,-30.26,-50.51,73.96,62,4,15.3,clear sky
577,Paraopeba,BR,-19.28,-44.4,82.4,54,75,6.93,broken clouds
578,Diapaga,BF,12.07,1.79,96.91,16,0,9.62,clear sky
579,Iralaya,HN,15.0,-83.23,78.91,87,100,14.27,moderate rain
580,De-Kastri,RU,51.47,140.78,25.14,84,0,3.33,clear sky
581,Yeppoon,AU,-23.13,150.73,73.4,69,75,6.93,broken clouds
582,Babino,RU,56.23,43.62,39.2,93,90,8.95,overcast clouds
583,Turayf,SA,31.67,38.66,66.2,55,40,5.82,scattered clouds
584,Kargasok,RU,59.06,80.86,34.32,94,100,9.84,overcast clouds
585,Abnub,EG,27.27,31.15,75.2,41,0,13.87,clear sky
586,Kempsey,AU,-31.08,152.83,55.0,86,41,1.99,scattered clouds
587,Puerto Quijarro,BO,-17.78,-57.77,114.12,9,0,1.77,clear sky
588,Atbasar,KZ,51.8,68.33,41.74,61,99,8.39,overcast clouds
589,Tikhvin,RU,59.65,33.53,39.58,82,71,7.58,broken clouds
590,Mandan,US,46.83,-100.89,51.01,75,1,1.86,clear sky
591,Alugan,PH,12.22,125.48,81.23,86,100,10.58,moderate rain
592,Alenquer,BR,-1.94,-54.74,84.2,79,75,10.29,broken clouds
593,Mizan Teferi,ET,6.98,35.58,64.63,90,100,1.5,light rain
594,Marawi,PH,8.0,124.29,78.01,91,100,4.0,moderate rain
595,Tambopata,PE,-12.73,-69.18,93.2,59,0,4.7,clear sky
596,Westport,US,41.14,-73.36,64.99,68,83,9.42,broken clouds
597,Nome,US,64.5,-165.41,39.99,80,90,28.86,mist
598,Muzhi,RU,65.37,64.67,31.66,98,100,4.68,overcast clouds
599,Port Blair,IN,11.67,92.75,81.77,79,0,9.19,light rain
600,Puerto Escondido,MX,15.85,-97.07,78.8,78,75,8.05,broken clouds
601,Bay City,US,43.59,-83.89,60.01,62,1,12.75,clear sky
602,Aguimes,ES,27.91,-15.45,78.8,54,40,6.93,scattered clouds
603,Machiques,VE,10.06,-72.55,84.54,71,76,3.47,moderate rain
604,Itupeva,BR,-23.15,-47.06,78.8,34,0,5.82,clear sky
605,Aklavik,CA,68.22,-135.01,15.8,92,90,5.82,light snow
606,Yarmouth,US,41.71,-70.23,64.0,87,20,13.87,few clouds
607,Waitara,NZ,-38.92,174.25,59.0,95,85,8.01,overcast clouds
608,Zhicheng,CN,30.3,111.5,60.01,78,39,4.25,light rain
609,Tabou,CI,4.42,-7.35,79.41,88,53,10.2,light rain
610,Barra Patuca,HN,15.8,-84.28,81.95,80,99,11.59,overcast clouds
611,Brzeg,PL,50.86,17.47,48.2,87,75,5.82,broken clouds
612,Panaba,MX,21.28,-88.27,81.07,81,97,17.67,light rain
613,Bahia De Caraquez,EC,-0.6,-80.42,77.0,73,75,6.93,broken clouds
614,Tornio,FI,65.85,24.15,44.6,75,0,11.41,clear sky
615,Mocorito,MX,25.48,-107.92,83.82,24,0,2.66,clear sky
616,Sevlievo,BG,43.03,25.11,52.0,79,18,0.29,few clouds
617,Tete,MZ,-16.16,33.59,107.6,14,20,10.29,few clouds
618,Saint-Augustin,CA,51.23,-58.65,44.4,66,58,6.89,broken clouds
619,Yerbogachen,RU,61.28,108.01,-6.99,90,62,5.48,broken clouds
620,Biak,ID,-0.91,122.88,78.55,80,4,3.94,light rain
621,George,ZA,-33.96,22.46,57.2,87,75,6.93,broken clouds
622,Changji,CN,44.02,87.32,39.2,44,0,2.24,clear sky
623,Mineral Wells,US,32.81,-98.11,64.99,87,1,10.29,clear sky
624,Deputatskiy,RU,69.3,139.9,-7.78,93,94,1.07,overcast clouds
625,Mount Pleasant,US,32.79,-79.86,75.99,78,20,11.41,few clouds
626,Kutum,SD,14.2,24.67,76.05,19,4,13.82,clear sky
627,Pilar,BR,-9.6,-35.96,87.8,62,40,13.87,scattered clouds
628,Sambava,MG,-14.27,50.17,76.03,83,9,11.79,clear sky
629,Coihueco,CL,-36.62,-71.83,64.4,55,0,6.93,clear sky
630,Gogrial,SS,8.53,28.1,86.02,34,55,4.29,broken clouds
631,Kamloops,CA,50.67,-120.32,28.4,86,20,4.7,few clouds
632,Winnemucca,US,40.97,-117.74,53.6,22,1,10.29,clear sky
633,Orlik,RU,52.52,99.83,9.32,86,65,3.33,broken clouds
634,Thongwa,MM,16.76,96.53,82.4,83,20,6.93,few clouds
635,Lieksa,FI,63.32,30.02,43.09,81,100,16.62,overcast clouds
636,Datong,CN,40.09,113.29,39.6,58,0,8.08,clear sky
637,Micheweni,TZ,-4.97,39.83,79.05,76,10,7.25,clear sky
638,Kupang,ID,-10.17,123.58,81.14,74,0,8.34,clear sky
639,Mersin,TR,36.86,34.65,73.4,53,75,4.7,broken clouds
640,Venice,US,27.1,-82.45,82.0,65,1,14.99,clear sky
641,Henties Bay,NA,-22.12,14.28,62.01,87,6,5.99,clear sky
642,Pochutla,MX,15.74,-96.47,84.0,74,90,1.92,overcast clouds
643,Polyarnyy,RU,69.2,33.45,35.6,93,75,4.47,broken clouds
644,Nantucket,US,41.28,-70.1,62.01,87,90,11.41,overcast clouds
645,Linxia,CN,35.6,103.21,39.42,66,85,1.81,overcast clouds
646,Nyurba,RU,63.28,118.33,-2.88,88,100,4.41,overcast clouds
647,Booue,GA,-0.09,11.94,83.98,72,74,2.19,broken clouds
648,Dana Point,US,33.47,-117.7,66.0,89,34,3.0,scattered clouds
649,Grojdibodu,RO,43.75,24.27,59.0,58,40,4.7,scattered clouds
650,Karasjok,NO,69.47,25.51,41.0,75,75,33.33,broken clouds
651,Kuala Terengganu,MY,5.33,103.14,77.0,94,40,4.7,scattered clouds
652,Matara,LK,5.95,80.54,78.84,87,100,8.01,light rain
653,Tutoia,BR,-2.76,-42.27,87.8,62,40,19.46,scattered clouds
654,Pustoshka,RU,56.34,29.37,45.25,78,0,8.97,clear sky
655,Dalvik,IS,65.97,-18.53,39.2,55,75,17.22,shower rain
656,Conceicao Do Araguaia,BR,-8.26,-49.26,81.36,81,100,6.73,moderate rain
657,Senanga,ZM,-16.12,23.27,90.9,26,68,5.06,broken clouds
658,Sorong,ID,-0.88,131.25,79.59,83,88,9.42,overcast clouds
659,Conceicao Da Barra,BR,-18.59,-39.73,80.87,72,73,6.89,light rain
660,Kavaratti,IN,10.57,72.64,83.84,72,23,5.08,few clouds
661,Takoradi,GH,4.88,-1.76,83.25,73,32,8.12,light rain
662,Bistra,RO,46.38,23.1,54.0,71,75,6.93,broken clouds
663,Agdam,AZ,39.99,46.93,61.21,82,100,5.41,overcast clouds
664,Rosiesti,RO,46.43,27.88,48.38,52,15,7.63,few clouds
665,Jharsuguda,IN,21.85,84.03,68.05,45,0,1.05,clear sky
666,Havre-Saint-Pierre,CA,50.23,-63.6,35.6,100,90,6.93,mist
667,Elizabeth City,US,36.29,-76.25,71.01,88,90,4.7,overcast clouds
668,Cayenne,GF,4.93,-52.33,86.0,74,75,9.17,broken clouds
669,Cap Malheureux,MU,-19.98,57.61,73.99,67,9,7.0,clear sky
670,Mbandaka,CD,0.05,18.26,75.85,91,96,3.42,light rain
671,Thayetmyo,MM,19.32,95.18,75.27,86,0,3.85,clear sky
672,Iquique,CL,-20.22,-70.14,64.4,63,20,13.87,few clouds
673,Qingdao,CN,36.1,120.37,57.0,93,0,2.24,mist
674,Sampit,ID,-2.53,112.95,74.79,88,93,2.37,overcast clouds
675,Raga,SS,8.46,25.68,82.51,36,69,2.57,broken clouds
676,Karatuzskoye,RU,53.61,92.87,32.34,98,97,4.88,overcast clouds
677,Hammerfest,NO,70.66,23.68,41.0,80,75,39.15,light rain
678,Dunmore Town,BS,25.5,-76.65,80.49,74,100,20.51,overcast clouds
679,Okha,RU,53.57,142.95,28.83,92,96,13.35,overcast clouds
680,Mosta,MT,35.91,14.43,69.01,77,20,6.93,few clouds
681,Gamba,GA,-2.65,10.0,79.21,84,48,9.82,scattered clouds
682,Praia Da Vitoria,PT,38.73,-27.07,64.4,100,40,17.22,scattered clouds
683,Najran,SA,17.49,44.13,78.8,19,20,9.17,few clouds
684,Aran,AZ,40.63,46.98,60.8,100,90,2.24,light rain
685,Maine-Soroa,NE,13.21,12.02,87.46,13,0,12.41,clear sky
686,Atherton,GB,53.52,-2.49,53.01,62,68,7.0,broken clouds
687,Kulachi,PK,31.93,70.46,68.07,23,0,4.83,clear sky
688,Mareeba,AU,-17.0,145.43,73.4,88,5,2.24,clear sky
689,Sao Joao Da Barra,BR,-21.64,-41.05,75.2,69,75,11.41,broken clouds
690,Nizhniy Kuranakh,RU,58.84,125.49,9.64,93,97,0.27,overcast clouds
